Input feed cut file input-unit/ppe-omni-7.205Ghz-rhcp.cut, CF(dB)=-0.20, complex field for theta,phi degrees
    THETA    PHI        POL-1,real         POL-1,imag         POL-2,real         POL-2,imag
   27.00   265.00      -5.046039E-01       1.423755E+00      -2.867922E-02       3.094560E-02
   28.00   265.00      -4.781850E-01       1.401204E+00      -2.924675E-02       2.493049E-02
   29.00   265.00      -4.503537E-01       1.380684E+00      -2.912834E-02       1.796711E-02
   30.00   265.00      -4.213487E-01       1.362511E+00      -2.815536E-02       1.010711E-02
   31.00   265.00      -3.914753E-01       1.346978E+00      -2.615614E-02       1.442327E-03
   32.00   265.00      -3.611064E-01       1.334336E+00      -2.296420E-02      -7.891189E-03
   33.00   265.00      -3.306715E-01       1.324794E+00      -1.842658E-02      -1.771190E-02
   34.00   265.00      -3.006748E-01       1.318454E+00      -1.242132E-02      -2.778945E-02
   35.00   265.00      -2.716514E-01       1.315352E+00      -4.862031E-03      -3.785114E-02
   36.00   265.00      -2.441635E-01       1.315408E+00       4.284340E-03      -4.758706E-02
   37.00   265.00      -2.187744E-01       1.318422E+00       1.498665E-02      -5.666055E-02
   38.00   265.00      -1.960205E-01       1.324073E+00       2.713940E-02      -6.472244E-02
   39.00   265.00      -1.763807E-01       1.331914E+00       4.055566E-02      -7.142903E-02
   40.00   265.00      -1.602442E-01       1.341389E+00       5.496443E-02      -7.646315E-02
   41.00   265.00      -1.478792E-01       1.351865E+00       7.001544E-02      -7.955742E-02
   42.00   265.00      -1.394133E-01       1.362612E+00       8.528323E-02      -8.051699E-02
   43.00   265.00      -1.348154E-01       1.372903E+00       1.002909E-01      -7.924050E-02
   44.00   265.00      -1.338669E-01       1.382019E+00       1.145273E-01      -7.574158E-02
   45.00   265.00      -1.362412E-01       1.389294E+00       1.274852E-01      -7.015079E-02
   46.00   265.00      -1.414118E-01       1.394176E+00       1.386832E-01      -6.273299E-02
   47.00   265.00      -1.487599E-01       1.396246E+00       1.477101E-01      -5.387094E-02
   48.00   265.00      -1.575997E-01       1.395268E+00       1.542586E-01      -4.405026E-02
   49.00   265.00      -1.672196E-01       1.391154E+00       1.581492E-01      -3.383119E-02
   50.00   265.00      -1.769523E-01       1.384018E+00       1.593592E-01      -2.380947E-02
   51.00   265.00      -1.862097E-01       1.374125E+00       1.580272E-01      -1.457294E-02
   52.00   265.00      -1.945314E-01       1.361861E+00       1.544499E-01      -6.652955E-03
   53.00   265.00      -2.016135E-01       1.347683E+00       1.490612E-01      -4.782416E-04
   54.00   265.00      -2.073273E-01       1.332077E+00       1.424005E-01       3.664619E-03
   55.00   265.00      -2.116830E-01       1.315464E+00       1.350557E-01       5.655929E-03
   56.00   265.00      -2.148442E-01       1.298185E+00       1.276210E-01       5.558759E-03
   57.00   265.00      -2.170469E-01       1.280442E+00       1.206303E-01       3.605885E-03
   58.00   265.00      -2.185498E-01       1.262283E+00       1.145065E-01       1.736162E-04
   59.00   265.00      -2.195691E-01       1.243604E+00       1.095203E-01      -4.263452E-03
   60.00   265.00      -2.202317E-01       1.224184E+00       1.057695E-01      -9.188155E-03
   61.00   265.00      -2.204773E-01       1.203713E+00       1.031656E-01      -1.411306E-02
   62.00   265.00      -2.201004E-01       1.181885E+00       1.014695E-01      -1.862878E-02
   63.00   265.00      -2.187020E-01       1.158465E+00       1.003251E-01      -2.246492E-02
   64.00   265.00      -2.157332E-01       1.133366E+00       9.932081E-02      -2.551928E-02
   65.00   265.00      -2.105537E-01       1.106711E+00       9.805749E-02      -2.786623E-02
   66.00   265.00      -2.025431E-01       1.078883E+00       9.621614E-02      -2.973464E-02
   67.00   265.00      -1.911104E-01       1.050504E+00       9.361274E-02      -3.147953E-02
   68.00   265.00      -1.759044E-01       1.022431E+00       9.023853E-02      -3.349978E-02
   69.00   265.00      -1.568288E-01       9.956789E-01       8.626869E-02      -3.617863E-02
   70.00   265.00      -1.341185E-01       9.713236E-01       8.204524E-02      -3.980667E-02
   71.00   265.00      -1.083881E-01       9.503843E-01       7.803199E-02      -4.452003E-02
   72.00   265.00      -8.052289E-02       9.337023E-01       7.474836E-02      -5.025934E-02
   73.00   265.00      -5.172360E-02       9.218137E-01       7.268787E-02      -5.675039E-02
   74.00   265.00      -2.332957E-02       9.148838E-01       7.223869E-02      -6.352782E-02
   75.00   265.00       3.296632E-03       9.126565E-01       7.361283E-02      -6.997893E-02
   76.00   265.00       2.688514E-02       9.144565E-01       7.679917E-02      -7.541344E-02
   77.00   265.00       4.647940E-02       9.192633E-01       8.153564E-02      -7.915292E-02
   78.00   265.00       6.143729E-02       9.257755E-01       8.732547E-02      -8.061253E-02
   79.00   265.00       7.156470E-02       9.325830E-01       9.347829E-02      -7.938845E-02
   80.00   265.00       7.711439E-02       9.383049E-01       9.917839E-02      -7.531734E-02
   81.00   265.00       7.871799E-02       9.417336E-01       1.035706E-01      -6.851031E-02
   82.00   265.00       7.738551E-02       9.419760E-01       1.058583E-01      -5.936131E-02
   83.00   265.00       7.427118E-02       9.384987E-01       1.053895E-01      -4.851102E-02
   84.00   265.00       7.059309E-02       9.311980E-01       1.017376E-01      -3.679493E-02
   85.00   265.00       6.747250E-02       9.203656E-01       9.475515E-02      -2.516110E-02
   86.00   265.00       6.577399E-02       9.066154E-01       8.460095E-02      -1.457909E-02
   87.00   265.00       6.611763E-02       8.907848E-01       7.173152E-02      -5.931868E-03
   88.00   265.00       6.871225E-02       8.737735E-01       5.686516E-02       6.751048E-05
   89.00   265.00       7.343889E-02       8.564393E-01       4.091574E-02       2.956141E-03
   90.00   265.00       7.987058E-02       8.394553E-01       2.490482E-02       2.575491E-03
   91.00   265.00       8.743685E-02       8.232769E-01       9.858214E-03      -9.136049E-04
   92.00   265.00       9.545000E-02       8.079953E-01      -3.299679E-03      -7.032819E-03
   93.00   265.00       1.032972E-01       7.934332E-01      -1.384277E-02      -1.504211E-02
   94.00   265.00       1.105330E-01       7.791670E-01      -2.132225E-02      -2.401552E-02
   95.00   265.00       1.169400E-01       7.646108E-01      -2.562042E-02      -3.294368E-02
   96.00   265.00       1.226465E-01       7.491738E-01      -2.694846E-02      -4.085436E-02
   97.00   265.00       1.280151E-01       7.323030E-01      -2.583205E-02      -4.691960E-02
   98.00   265.00       1.336617E-01       7.136673E-01      -2.303356E-02      -5.056403E-02
   99.00   265.00       1.403408E-01       6.932168E-01      -1.944916E-02      -5.153353E-02
  100.00   265.00       1.488010E-01       6.712234E-01      -1.598618E-02      -4.993392E-02
  101.00   265.00       1.597383E-01       6.483012E-01      -1.341864E-02      -4.619100E-02
  102.00   265.00       1.735539E-01       6.252965E-01      -1.228431E-02      -4.100605E-02
  103.00   265.00       1.903432E-01       6.032405E-01      -1.278627E-02      -3.523698E-02
  104.00   265.00       2.098169E-01       5.832010E-01      -1.475204E-02      -2.976069E-02
  105.00   265.00       2.312709E-01       5.661398E-01      -1.764422E-02      -2.533148E-02
  106.00   265.00       2.537333E-01       5.527806E-01      -2.063225E-02      -2.242357E-02
  107.00   265.00       2.759216E-01       5.434624E-01      -2.270752E-02      -2.114964E-02
  108.00   265.00       2.964833E-01       5.381004E-01      -2.283871E-02      -2.119449E-02
  109.00   265.00       3.141230E-01       5.361510E-01      -2.013848E-02      -2.182349E-02
  110.00   265.00       3.277310E-01       5.366483E-01      -1.402361E-02      -2.196253E-02
  111.00   265.00       3.366377E-01       5.383036E-01      -4.327859E-03      -2.029741E-02
  112.00   265.00       3.405414E-01       5.396124E-01       8.614853E-03      -1.546904E-02
  113.00   265.00       3.396824E-01       5.390496E-01       2.397099E-02      -6.244485E-03
  114.00   265.00       3.347944E-01       5.352306E-01       4.046889E-02       8.303581E-03
  115.00   265.00       3.270054E-01       5.270671E-01       5.652754E-02       2.863493E-02
  116.00   265.00       3.178370E-01       5.139133E-01       7.041493E-02       5.469589E-02
  117.00   265.00       3.088569E-01       4.956103E-01       8.045152E-02       8.583233E-02
  118.00   265.00       3.016497E-01       4.725351E-01       8.519939E-02       1.208610E-01
  119.00   265.00       2.976021E-01       4.455549E-01       8.362999E-02       1.581679E-01
  120.00   265.00       2.977565E-01       4.159350E-01       7.524574E-02       1.958625E-01
  121.00   265.00       3.026903E-01       3.852060E-01       6.016518E-02       2.319600E-01
  122.00   265.00       3.125262E-01       3.550018E-01       3.904600E-02       2.645937E-01
  123.00   265.00       3.268200E-01       3.268952E-01       1.311015E-02       2.921663E-01
  124.00   265.00       3.447021E-01       3.022429E-01      -1.602991E-02       3.135136E-01
  125.00   265.00       3.649478E-01       2.820613E-01      -4.651671E-02       3.279945E-01
  126.00   265.00       3.861076E-01       2.669409E-01      -7.642307E-02       3.355302E-01
  127.00   265.00       4.066473E-01       2.570200E-01      -1.039202E-01       3.365942E-01
  128.00   265.00       4.251283E-01       2.519587E-01      -1.274503E-01       3.321101E-01
  129.00   265.00       4.402697E-01       2.510473E-01      -1.458167E-01       3.233802E-01
  130.00   265.00       4.511077E-01       2.532577E-01      -1.582763E-01       3.119255E-01
  131.00   265.00       4.570426E-01       2.573666E-01      -1.645619E-01       2.993437E-01
  132.00   265.00       4.578653E-01       2.620761E-01      -1.648635E-01       2.871686E-01
  133.00   265.00       4.537419E-01       2.661452E-01      -1.597737E-01       2.767473E-01
  134.00   265.00       4.451966E-01       2.684367E-01      -1.501889E-01       2.691488E-01
  135.00   265.00       4.329854E-01       2.680904E-01      -1.372203E-01       2.651021E-01
  136.00   265.00       4.180580E-01       2.645043E-01      -1.220723E-01       2.649736E-01
  137.00   265.00       4.014336E-01       2.573762E-01      -1.059376E-01       2.687740E-01
  138.00   265.00       3.841765E-01       2.467095E-01      -8.990800E-02       2.762059E-01
  139.00   265.00       3.672210E-01       2.327696E-01      -7.489759E-02       2.867080E-01
  140.00   265.00       3.513748E-01       2.160612E-01      -6.159738E-02       2.995349E-01
  141.00   265.00       3.372589E-01       1.971915E-01      -5.044490E-02       3.138386E-01
  142.00   265.00       3.252772E-01       1.769353E-01      -4.163028E-02       3.287340E-01
  143.00   265.00       3.156232E-01       1.560713E-01      -3.510876E-02       3.433729E-01
  144.00   265.00       3.082892E-01       1.353551E-01      -3.063509E-02       3.569970E-01
  145.00   265.00       3.030924E-01       1.154715E-01      -2.780666E-02       3.689793E-01
  146.00   265.00       2.997103E-01       9.699844E-02      -2.611178E-02       3.788485E-01
  147.00   265.00       2.977204E-01       8.038367E-02      -2.497853E-02       3.863004E-01
  148.00   265.00       2.966451E-01       6.595370E-02      -2.382103E-02       3.911940E-01
  149.00   265.00       2.959784E-01       5.382523E-02      -2.207749E-02       3.935427E-01
  150.00   265.00       2.952366E-01       4.406661E-02      -1.924524E-02       3.934879E-01
  151.00   265.00       2.939757E-01       3.659731E-02      -1.490242E-02       3.912766E-01
  152.00   265.00       2.918154E-01       3.124334E-02      -8.723404E-03       3.872328E-01
  153.00   265.00       2.884533E-01       2.776041E-02      -4.858377E-04       3.817288E-01
  154.00   265.00       2.836718E-01       2.585737E-02       9.929419E-03       3.751595E-01
  155.00   265.00       2.773393E-01       2.521852E-02       2.254394E-02       3.679191E-01
  156.00   265.00       2.694061E-01       2.552346E-02       3.729161E-02       3.603814E-01
  157.00   265.00       2.598970E-01       2.646386E-02       5.403128E-02       3.528857E-01
  158.00   265.00       2.489011E-01       2.775661E-02       7.256102E-02       3.457253E-01
  159.00   265.00       2.365646E-01       2.916416E-02       9.263573E-02       3.391442E-01
  160.00   265.00       2.230461E-01       3.044589E-02       1.139753E-01       3.333282E-01
  161.00   265.00       2.085889E-01       3.146769E-02       1.362710E-01       3.284052E-01
  162.00   265.00       1.934070E-01       3.210383E-02       1.592224E-01       3.244578E-01
  163.00   265.00       1.777358E-01       3.227692E-02       1.825245E-01       3.215178E-01
  164.00   265.00       1.618093E-01       3.194856E-02       2.058822E-01       3.195750E-01
  165.00   265.00       1.458544E-01       3.111468E-02       2.290163E-01       3.185831E-01
  166.00   265.00       1.300848E-01       2.980038E-02       2.516673E-01       3.184664E-01
  167.00   265.00       1.146982E-01       2.805435E-02       2.735988E-01       3.191264E-01
  168.00   265.00       9.987320E-02       2.594340E-02       2.945982E-01       3.204481E-01
  169.00   265.00       8.576877E-02       2.354723E-02       3.144772E-01       3.223057E-01
  170.00   265.00       7.252370E-02       2.095358E-02       3.330720E-01       3.245677E-01
  171.00   265.00       6.025726E-02       1.825395E-02       3.502411E-01       3.271020E-01
  172.00   265.00       4.907023E-02       1.553985E-02       3.658646E-01       3.297793E-01
  173.00   265.00       3.904634E-02       1.289964E-02       3.798422E-01       3.324771E-01
  174.00   265.00       3.025391E-02       1.041591E-02       3.920912E-01       3.350818E-01
  175.00   265.00       2.274751E-02       8.163397E-03       4.025448E-01       3.374917E-01
  176.00   265.00       1.656961E-02       6.207340E-03       4.111503E-01       3.396184E-01
  177.00   265.00       1.175208E-02       4.602245E-03       4.178675E-01       3.413882E-01
  178.00   265.00       8.317503E-03       3.390983E-03       4.226674E-01       3.427432E-01
  179.00   265.00       6.280229E-03       2.604181E-03       4.255310E-01       3.436424E-01
  180.00   265.00       5.647129E-03       2.259856E-03       4.264488E-01       3.440615E-01
    0.00   270.00      -7.188553E-01       1.944476E+00      -8.465028E-03       1.931875E-02
    1.00   270.00      -7.190555E-01       1.943435E+00      -8.155396E-03       1.946840E-02
    2.00   270.00      -7.191616E-01       1.940519E+00      -7.827643E-03       1.988413E-02
    3.00   270.00      -7.191541E-01       1.935734E+00      -7.487736E-03       2.056347E-02
    4.00   270.00      -7.190035E-01       1.929094E+00      -7.143777E-03       2.149990E-02
    5.00   270.00      -7.186699E-01       1.920620E+00      -6.805978E-03       2.268274E-02
    6.00   270.00      -7.181035E-01       1.910339E+00      -6.486577E-03       2.409715E-02
    7.00   270.00      -7.172456E-01       1.898288E+00      -6.199715E-03       2.572403E-02
    8.00   270.00      -7.160287E-01       1.884509E+00      -5.961254E-03       2.754001E-02
    9.00   270.00      -7.143776E-01       1.869052E+00      -5.788543E-03       2.951735E-02
   10.00   270.00      -7.122097E-01       1.851977E+00      -5.700119E-03       3.162390E-02
   11.00   270.00      -7.094364E-01       1.833351E+00      -5.715339E-03       3.382296E-02
   12.00   270.00      -7.059635E-01       1.813252E+00      -5.853927E-03       3.607319E-02
   13.00   270.00      -7.016926E-01       1.791765E+00      -6.135425E-03       3.832849E-02
   14.00   270.00      -6.965213E-01       1.768987E+00      -6.578519E-03       4.053785E-02
   15.00   270.00      -6.903451E-01       1.745026E+00      -7.200233E-03       4.264526E-02
   16.00   270.00      -6.830577E-01       1.720002E+00      -8.014950E-03       4.458958E-02
   17.00   270.00      -6.745528E-01       1.694047E+00      -9.033255E-03       4.630461E-02
   18.00   270.00      -6.647255E-01       1.667309E+00      -1.026057E-02       4.771916E-02
   19.00   270.00      -6.534740E-01       1.639949E+00      -1.169557E-02       4.875743E-02
   20.00   270.00      -6.407022E-01       1.612149E+00      -1.332843E-02       4.933958E-02
   21.00   270.00      -6.263465E-01       1.584124E+00      -1.513556E-02       4.938057E-02
   22.00   270.00      -6.102717E-01       1.556055E+00      -1.709008E-02       4.879937E-02
   23.00   270.00      -5.924604E-01       1.528201E+00      -1.914260E-02       4.751064E-02
   24.00   270.00      -5.728677E-01       1.500824E+00      -2.122832E-02       4.543329E-02
   25.00   270.00      -5.514842E-01       1.474205E+00      -2.326516E-02       4.249295E-02
   26.00   270.00      -5.283352E-01       1.448645E+00      -2.515176E-02       3.862598E-02
   27.00   270.00      -5.034883E-01       1.424457E+00      -2.676716E-02       3.378436E-02
   28.00   270.00      -4.770610E-01       1.401967E+00      -2.797159E-02       2.794119E-02
   29.00   270.00      -4.492271E-01       1.381498E+00      -2.860862E-02       2.109664E-02
   30.00   270.00      -4.202233E-01       1.363364E+00      -2.850890E-02       1.328396E-02
   31.00   270.00      -3.903523E-01       1.347857E+00      -2.749588E-02       4.575179E-03
   32.00   270.00      -3.599838E-01       1.335227E+00      -2.539333E-02      -4.914015E-03
   33.00   270.00      -3.295428E-01       1.325682E+00      -2.203351E-02      -1.502208E-02
   34.00   270.00      -2.995300E-01       1.319325E+00      -1.727336E-02      -2.553670E-02
   35.00   270.00      -2.704759E-01       1.316193E+00      -1.100031E-02      -3.620025E-02
   36.00   270.00      -2.429384E-01       1.316209E+00      -3.149887E-03      -4.671306E-02
   37.00   270.00      -2.174772E-01       1.319178E+00       6.282500E-03      -5.674236E-02
   38.00   270.00      -1.946258E-01       1.324784E+00       1.722992E-02      -6.593519E-02
   39.00   270.00      -1.748614E-01       1.332588E+00       2.954503E-02      -7.393526E-02
   40.00   270.00      -1.585731E-01       1.342039E+00       4.299520E-02      -8.040335E-02
   41.00   270.00      -1.460307E-01       1.352513E+00       5.726449E-02      -8.504070E-02
   42.00   270.00      -1.373660E-01       1.363287E+00       7.195557E-02      -8.761195E-02
   43.00   270.00      -1.325540E-01       1.373641E+00       8.661029E-02      -8.796839E-02
   44.00   270.00      -1.313866E-01       1.382859E+00       1.007257E-01      -8.607174E-02
   45.00   270.00      -1.335417E-01       1.390284E+00       1.137874E-01      -8.199749E-02
   46.00   270.00      -1.385064E-01       1.395362E+00       1.252958E-01      -7.595875E-02
   47.00   270.00      -1.456740E-01       1.397672E+00       1.348068E-01      -6.829201E-02
   48.00   270.00      -1.543696E-01       1.396973E+00       1.419688E-01      -5.944660E-02
   49.00   270.00      -1.638923E-01       1.393168E+00       1.465494E-01      -4.995958E-02
   50.00   270.00      -1.735827E-01       1.386361E+00       1.484686E-01      -4.041979E-02
   51.00   270.00      -1.828579E-01       1.376803E+00       1.478081E-01      -3.142518E-02
   52.00   270.00      -1.912591E-01       1.364863E+00       1.448133E-01      -2.353391E-02
   53.00   270.00      -1.984798E-01       1.350985E+00       1.398785E-01      -1.721596E-02
   54.00   270.00      -2.043844E-01       1.335639E+00       1.335184E-01      -1.280972E-02
   55.00   270.00      -2.089721E-01       1.319231E+00       1.263155E-01      -1.049070E-02
   56.00   270.00      -2.123924E-01       1.302095E+00       1.188782E-01      -1.025052E-02
   57.00   270.00      -2.148643E-01       1.284426E+00       1.117725E-01      -1.190194E-02
   58.00   270.00      -2.166286E-01       1.266271E+00       1.054678E-01      -1.509911E-02
   59.00   270.00      -2.178838E-01       1.247529E+00       1.002895E-01      -1.937814E-02
   60.00   270.00      -2.187404E-01       1.227988E+00       9.639056E-02      -2.421096E-02
   61.00   270.00      -2.191244E-01       1.207349E+00       9.372919E-02      -2.907679E-02
   62.00   270.00      -2.188209E-01       1.185323E+00       9.209753E-02      -3.351615E-02
   63.00   270.00      -2.174254E-01       1.161692E+00       9.114795E-02      -3.719753E-02
   64.00   270.00      -2.143885E-01       1.136386E+00       9.045121E-02      -3.995592E-02
   65.00   270.00      -2.090739E-01       1.109548E+00       8.956443E-02      -4.181145E-02
   66.00   270.00      -2.008701E-01       1.081572E+00       8.810284E-02      -4.295727E-02
   67.00   270.00      -1.891964E-01       1.053096E+00       8.580163E-02      -4.373964E-02
   68.00   270.00      -1.737156E-01       1.024984E+00       8.256772E-02      -4.458068E-02
   69.00   270.00      -1.543466E-01       9.982572E-01       7.850013E-02      -4.591978E-02
   70.00   270.00      -1.313395E-01       9.739939E-01       7.388539E-02      -4.813292E-02
   71.00   270.00      -1.053251E-01       9.532121E-01       6.916233E-02      -5.146246E-02
   72.00   270.00      -7.720179E-02       9.367480E-01       6.486487E-02      -5.596483E-02
   73.00   270.00      -4.818395E-02       9.251304E-01       6.154120E-02      -6.147611E-02
   74.00   270.00      -1.962194E-02       9.185151E-01       5.967225E-02      -6.762152E-02
   75.00   270.00       7.112835E-03       9.166338E-01       5.959284E-02      -7.384610E-02
   76.00   270.00       3.074342E-02       9.187978E-01       6.143182E-02      -7.947516E-02
   77.00   270.00       5.031178E-02       9.239710E-01       6.507015E-02      -8.379790E-02
   78.00   270.00       6.517589E-02       9.308367E-01       7.013924E-02      -8.615078E-02
   79.00   270.00       7.514628E-02       9.379699E-01       7.604730E-02      -8.601119E-02
   80.00   270.00       8.048420E-02       9.439764E-01       8.203506E-02      -8.306843E-02
   81.00   270.00       8.183166E-02       9.476384E-01       8.725357E-02      -7.727282E-02
   82.00   270.00       8.021404E-02       9.480558E-01       9.086036E-02      -6.886177E-02
   83.00   270.00       7.679926E-02       9.446932E-01       9.210862E-02      -5.834006E-02
   84.00   270.00       7.281890E-02       9.374494E-01       9.043740E-02      -4.644327E-02
   85.00   270.00       6.940506E-02       9.266220E-01       8.553867E-02      -3.406653E-02
   86.00   270.00       6.742779E-02       9.128336E-01       7.740016E-02      -2.217959E-02
   87.00   270.00       6.751151E-02       8.969290E-01       6.631690E-02      -1.171905E-02
   88.00   270.00       6.986259E-02       8.798147E-01       5.286883E-02      -3.499512E-03
   89.00   270.00       7.435803E-02       8.623507E-01       3.787013E-02       1.876986E-03
   90.00   270.00       8.056574E-02       8.452081E-01       2.229071E-02       4.089514E-03
   91.00   270.00       8.791530E-02       8.288336E-01       7.157475E-03       3.130018E-03
   92.00   270.00       9.572235E-02       8.133084E-01      -6.552725E-03      -6.811101E-04
   93.00   270.00       1.033857E-01       7.984437E-01      -1.801666E-02      -6.735317E-03
   94.00   270.00       1.104796E-01       7.838077E-01      -2.665524E-02      -1.419883E-02
   95.00   270.00       1.168128E-01       7.688139E-01      -3.220267E-02      -2.210628E-02
   96.00   270.00       1.225456E-01       7.528813E-01      -3.472097E-02      -2.948086E-02
   97.00   270.00       1.280703E-01       7.354814E-01      -3.460253E-02      -3.544251E-02
   98.00   270.00       1.340268E-01       7.163204E-01      -3.250696E-02      -3.932626E-02
   99.00   270.00       1.411813E-01       6.953973E-01      -2.926880E-02      -4.076438E-02
  100.00   270.00       1.502769E-01       6.730406E-01      -2.578167E-02      -3.974079E-02
  101.00   270.00       1.619852E-01       6.499201E-01      -2.284839E-02      -3.657108E-02
  102.00   270.00       1.766615E-01       6.269329E-01      -2.107551E-02      -3.187064E-02
  103.00   270.00       1.943379E-01       6.051457E-01      -2.075974E-02      -2.645001E-02
  104.00   270.00       2.146492E-01       5.856410E-01      -2.183077E-02      -2.118361E-02
  105.00   270.00       2.368093E-01       5.693705E-01      -2.384526E-02      -1.686833E-02
  106.00   270.00       2.597707E-01       5.570210E-01      -2.603681E-02      -1.405943E-02
  107.00   270.00       2.821864E-01       5.488721E-01      -2.742290E-02      -1.297600E-02
  108.00   270.00       3.026597E-01       5.447601E-01      -2.694888E-02      -1.341705E-02
  109.00   270.00       3.198770E-01       5.440516E-01      -2.365422E-02      -1.475034E-02
  110.00   270.00       3.327378E-01       5.456874E-01      -1.684134E-02      -1.597253E-02
  111.00   270.00       3.406104E-01       5.482945E-01      -6.195835E-03      -1.579456E-02
  112.00   270.00       3.432529E-01       5.502991E-01       8.104676E-03      -1.282462E-02
  113.00   270.00       3.409823E-01       5.501278E-01       2.537312E-02      -5.737401E-03
  114.00   270.00       3.346173E-01       5.463728E-01       4.445206E-02       6.541207E-03
  115.00   270.00       3.253726E-01       5.379479E-01       6.382087E-02       2.465821E-02
  116.00   270.00       3.148462E-01       5.242329E-01       8.174990E-02       4.877093E-02
  117.00   270.00       3.046707E-01       5.051138E-01       9.648691E-02       7.843480E-02
  118.00   270.00       2.964770E-01       4.810245E-01       1.064550E-01       1.126521E-01
  119.00   270.00       2.916783E-01       4.528951E-01       1.104293E-01       1.499481E-01
  120.00   270.00       2.913249E-01       4.220532E-01       1.076762E-01       1.885091E-01
  121.00   270.00       2.959869E-01       3.900858E-01       9.805965E-02       2.263498E-01
  122.00   270.00       3.057648E-01       3.586733E-01       8.199147E-02       2.615367E-01
  123.00   270.00       3.201873E-01       3.294241E-01       6.047490E-02       2.923289E-01
  124.00   270.00       3.383536E-01       3.037183E-01       3.495423E-02       3.173638E-01
  125.00   270.00       3.590087E-01       2.825852E-01       7.182865E-03       3.357641E-01
  126.00   270.00       3.806764E-01       2.666199E-01      -2.094437E-02       3.471985E-01
  127.00   270.00       4.018014E-01       2.559598E-01      -4.755736E-02       3.518936E-01
  128.00   270.00       4.209287E-01       2.502622E-01      -7.099559E-02       3.505552E-01
  129.00   270.00       4.367667E-01       2.488142E-01      -8.990385E-02       3.443104E-01
  130.00   270.00       4.483439E-01       2.505862E-01      -1.033454E-01       3.345619E-01
  131.00   270.00       4.550542E-01       2.543559E-01      -1.108425E-01       3.228517E-01
  132.00   270.00       4.566820E-01       2.588292E-01      -1.123764E-01       3.107201E-01
  133.00   270.00       4.533847E-01       2.627702E-01      -1.083509E-01       2.995782E-01
  134.00   270.00       4.456750E-01       2.650485E-01      -9.950611E-02       2.906035E-01
  135.00   270.00       4.342941E-01       2.648083E-01      -8.684103E-02       2.846686E-01
  136.00   270.00       4.201740E-01       2.614501E-01      -7.149597E-02       2.823012E-01
  137.00   270.00       4.043136E-01       2.546627E-01      -5.464904E-02       2.836788E-01
  138.00   270.00       3.877575E-01       2.444581E-01      -3.742173E-02       2.886563E-01
  139.00   270.00       3.714192E-01       2.310837E-01      -2.079724E-02       2.968083E-01
  140.00   270.00       3.560874E-01       2.150279E-01      -5.564919E-03       3.074953E-01
  141.00   270.00       3.423702E-01       1.968798E-01       7.721337E-03       3.199406E-01
  142.00   270.00       3.306606E-01       1.773903E-01       1.874602E-02       3.332957E-01
  143.00   270.00       3.211470E-01       1.573135E-01       2.743055E-02       3.467147E-01
  144.00   270.00       3.138220E-01       1.373802E-01       3.390703E-02       3.594115E-01
  145.00   270.00       3.085088E-01       1.182514E-01       3.848175E-02       3.707062E-01
  146.00   270.00       3.048948E-01       1.004833E-01       4.159145E-02       3.800570E-01
  147.00   270.00       3.025717E-01       8.450521E-02       4.375688E-02       3.870775E-01
  148.00   270.00       3.010778E-01       7.062813E-02       4.553680E-02       3.915401E-01
  149.00   270.00       2.999285E-01       5.896084E-02       4.748943E-02       3.933730E-01
  150.00   270.00       2.986581E-01       4.956384E-02       5.013397E-02       3.926395E-01
  151.00   270.00       2.968418E-01       4.235458E-02       5.392612E-02       3.895193E-01
  152.00   270.00       2.941178E-01       3.716088E-02       5.923853E-02       3.842824E-01
  153.00   270.00       2.902004E-01       3.374344E-02       6.634966E-02       3.772624E-01
  154.00   270.00       2.848863E-01       3.181869E-02       7.543987E-02       3.688312E-01
  155.00   270.00       2.780558E-01       3.108045E-02       8.659340E-02       3.593750E-01
  156.00   270.00       2.696685E-01       3.121913E-02       9.980508E-02       3.492740E-01
  157.00   270.00       2.597557E-01       3.193788E-02       1.149905E-01       3.388859E-01
  158.00   270.00       2.484108E-01       3.296525E-02       1.319982E-01       3.285334E-01
  159.00   270.00       2.357806E-01       3.407432E-02       1.506266E-01       3.184972E-01
  160.00   270.00       2.220275E-01       3.503431E-02       1.706310E-01       3.090064E-01
  161.00   270.00       2.073883E-01       3.572466E-02       1.917266E-01       3.002387E-01
  162.00   270.00       1.920755E-01       3.602568E-02       2.136322E-01       2.923251E-01
  163.00   270.00       1.763200E-01       3.586737E-02       2.360532E-01       2.853481E-01
  164.00   270.00       1.603511E-01       3.521743E-02       2.586974E-01       2.793471E-01
  165.00   270.00       1.443899E-01       3.407671E-02       2.812824E-01       2.743235E-01
  166.00   270.00       1.286448E-01       3.247404E-02       3.035405E-01       2.702470E-01
  167.00   270.00       1.133075E-01       3.046081E-02       3.252222E-01       2.670608E-01
  168.00   270.00       9.855125E-02       2.810557E-02       3.460992E-01       2.646882E-01
  169.00   270.00       8.452961E-02       2.548898E-02       3.659651E-01       2.630377E-01
  170.00   270.00       7.137649E-02       2.269907E-02       3.846363E-01       2.620084E-01
  171.00   270.00       5.920664E-02       1.982712E-02       4.019512E-01       2.614949E-01
  172.00   270.00       4.811682E-02       1.696399E-02       4.177698E-01       2.613910E-01
  173.00   270.00       3.818722E-02       1.419714E-02       4.319723E-01       2.615939E-01
  174.00   270.00       2.948311E-02       1.160807E-02       4.444580E-01       2.620065E-01
