Theta,Phi,Gain
137,272,-15.00
138,272,-15.06
139,272,-15.69
140,272,-16.73
141,272,-18.11
142,272,-19.64
143,272,-20.65
144,272,-20.19
145,272,-18.79
146,272,-17.57
147,272,-16.96
148,272,-16.55
149,272,-15.49
150,272,-13.68
151,272,-11.84
152,272,-10.37
153,272,-9.26
154,272,-8.39
155,272,-7.71
156,272,-7.12
157,272,-6.51
158,272,-5.80
159,272,-5.00
160,272,-4.15
161,272,-3.30
162,272,-2.47
163,272,-1.74
164,272,-1.14
165,272,-0.68
166,272,-0.30
167,272,0.03
168,272,0.37
169,272,0.74
170,272,1.14
171,272,1.55
172,272,1.92
173,272,2.19
174,272,2.34
175,272,2.36
176,272,2.28
177,272,2.12
178,272,1.95
179,272,1.83
180,272,1.80
0,273,16.81
1,273,16.65
2,273,16.09
3,273,15.21
4,273,14.09
5,273,12.92
6,273,11.94
7,273,11.34
8,273,11.06
9,273,10.83
10,273,10.40
11,273,9.66
12,273,8.54
13,273,7.11
14,273,5.58
15,273,4.29
16,273,3.56
17,273,3.26
18,273,3.01
19,273,2.51
20,273,1.60
21,273,0.27
22,273,-1.36
23,273,-2.96
24,273,-3.85
25,273,-3.65
26,273,-2.66
27,273,-1.47
28,273,-0.40
29,273,0.43
30,273,0.97
31,273,1.21
32,273,1.08
33,273,0.60
34,273,-0.24
35,273,-1.37
36,273,-2.65
37,273,-3.79
38,273,-4.39
39,273,-4.35
40,273,-3.96
41,273,-3.53
42,273,-3.25
43,273,-3.17
44,273,-3.25
45,273,-3.46
46,273,-3.73
47,273,-4.01
48,273,-4.25
49,273,-4.41
50,273,-4.54
51,273,-4.64
52,273,-4.73
53,273,-4.85
54,273,-5.03
55,273,-5.30
56,273,-5.65
57,273,-6.09
58,273,-6.55
59,273,-6.93
60,273,-7.07
61,273,-6.79
62,273,-6.05
63,273,-5.04
64,273,-3.93
65,273,-2.90
66,273,-2.01
67,273,-1.30
68,273,-0.78
69,273,-0.43
70,273,-0.22
71,273,-0.16
72,273,-0.23
73,273,-0.42
74,273,-0.69
75,273,-1.00
76,273,-1.30
77,273,-1.53
78,273,-1.65
79,273,-1.63
80,273,-1.49
81,273,-1.25
82,273,-0.96
83,273,-0.65
84,273,-0.35
85,273,-0.09
86,273,0.11
87,273,0.25
88,273,0.35
89,273,0.40
90,273,0.41
91,273,0.39
92,273,0.34
93,273,0.24
94,273,0.11
95,273,-0.07
96,273,-0.28
97,273,-0.56
98,273,-0.89
99,273,-1.28
100,273,-1.75
101,273,-2.30
102,273,-2.91
103,273,-3.60
104,273,-4.34
105,273,-5.11
106,273,-5.83
107,273,-6.45
108,273,-6.94
109,273,-7.27
110,273,-7.46
111,273,-7.61
112,273,-7.77
113,273,-8.03
114,273,-8.45
115,273,-9.10
116,273,-10.03
117,273,-11.24
118,273,-12.79
119,273,-14.63
120,273,-16.30
121,273,-16.85
122,273,-16.01
123,273,-14.62
124,273,-13.40
125,273,-12.58
126,273,-12.24
127,273,-12.35
128,273,-12.92
129,273,-14.01
130,273,-15.79
131,273,-18.31
132,273,-20.76
133,273,-20.96
134,273,-19.09
135,273,-17.08
136,273,-15.67
137,273,-15.00
138,273,-15.06
139,273,-15.69
140,273,-16.73
141,273,-18.11
142,273,-19.64
143,273,-20.65
144,273,-20.19
145,273,-18.79
146,273,-17.57
147,273,-16.96
148,273,-16.55
149,273,-15.49
150,273,-13.68
151,273,-11.84
152,273,-10.37
153,273,-9.26
154,273,-8.39
155,273,-7.71
156,273,-7.12
157,273,-6.51
158,273,-5.80
159,273,-5.00
160,273,-4.15
161,273,-3.30
162,273,-2.47
163,273,-1.74
164,273,-1.14
165,273,-0.68
166,273,-0.30
167,273,0.03
168,273,0.37
169,273,0.74
170,273,1.14
171,273,1.55
172,273,1.92
173,273,2.19
174,273,2.34
175,273,2.36
176,273,2.28
177,273,2.12
178,273,1.95
179,273,1.83
180,273,1.80
0,274,16.81
1,274,16.65
2,274,16.09
3,274,15.21
4,274,14.09
5,274,12.92
6,274,11.94
7,274,11.34
8,274,11.06
9,274,10.83
10,274,10.40
11,274,9.66
12,274,8.54
13,274,7.11
14,274,5.58
15,274,4.29
16,274,3.56
17,274,3.26
18,274,3.01
19,274,2.51
20,274,1.60
21,274,0.27
22,274,-1.36
23,274,-2.96
24,274,-3.85
25,274,-3.65
26,274,-2.66
27,274,-1.47
28,274,-0.40
29,274,0.43
30,274,0.97
31,274,1.21
32,274,1.08
33,274,0.60
34,274,-0.24
35,274,-1.37
36,274,-2.65
37,274,-3.79
38,274,-4.39
39,274,-4.35
40,274,-3.96
41,274,-3.53
42,274,-3.25
43,274,-3.17
44,274,-3.25
45,274,-3.46
46,274,-3.73
47,274,-4.01
48,274,-4.25
49,274,-4.41
50,274,-4.54
51,274,-4.64
52,274,-4.73
53,274,-4.85
54,274,-5.03
55,274,-5.30
56,274,-5.65
57,274,-6.09
58,274,-6.55
59,274,-6.93
60,274,-7.07
61,274,-6.79
62,274,-6.05
63,274,-5.04
64,274,-3.93
65,274,-2.90
66,274,-2.01
67,274,-1.30
68,274,-0.78
69,274,-0.43
70,274,-0.22
71,274,-0.16
72,274,-0.23
73,274,-0.42
74,274,-0.69
75,274,-1.00
76,274,-1.30
77,274,-1.53
78,274,-1.65
79,274,-1.63
80,274,-1.49
81,274,-1.25
82,274,-0.96
83,274,-0.65
84,274,-0.35
85,274,-0.09
86,274,0.11
87,274,0.25
88,274,0.35
89,274,0.40
90,274,0.41
91,274,0.39
92,274,0.34
93,274,0.24
94,274,0.11
95,274,-0.07
96,274,-0.28
97,274,-0.56
98,274,-0.89
99,274,-1.28
100,274,-1.75
101,274,-2.30
102,274,-2.91
103,274,-3.60
104,274,-4.34
105,274,-5.11
106,274,-5.83
107,274,-6.45
108,274,-6.94
109,274,-7.27
110,274,-7.46
111,274,-7.61
112,274,-7.77
113,274,-8.03
114,274,-8.45
115,274,-9.10
116,274,-10.03
117,274,-11.24
118,274,-12.79
119,274,-14.63
120,274,-16.30
121,274,-16.85
122,274,-16.01
123,274,-14.62
124,274,-13.40
125,274,-12.58
126,274,-12.24
127,274,-12.35
128,274,-12.92
129,274,-14.01
130,274,-15.79
131,274,-18.31
132,274,-20.76
133,274,-20.96
134,274,-19.09
135,274,-17.08
136,274,-15.67
137,274,-15.00
138,274,-15.06
139,274,-15.69
140,274,-16.73
141,274,-18.11
142,274,-19.64
143,274,-20.65
144,274,-20.19
145,274,-18.79
146,274,-17.57
147,274,-16.96
148,274,-16.55
149,274,-15.49
150,274,-13.68
151,274,-11.84
152,274,-10.37
153,274,-9.26
154,274,-8.39
155,274,-7.71
156,274,-7.12
157,274,-6.51
158,274,-5.80
159,274,-5.00
160,274,-4.15
161,274,-3.30
162,274,-2.47
163,274,-1.74
164,274,-1.14
165,274,-0.68
166,274,-0.30
167,274,0.03
168,274,0.37
169,274,0.74
170,274,1.14
171,274,1.55
172,274,1.92
173,274,2.19
174,274,2.34
175,274,2.36
176,274,2.28
177,274,2.12
178,274,1.95
179,274,1.83
180,274,1.80
0,275,16.81
1,275,16.65
2,275,16.09
3,275,15.21
4,275,14.09
5,275,12.92
6,275,11.94
7,275,11.34
8,275,11.06
9,275,10.83
10,275,10.40
11,275,9.66
12,275,8.54
13,275,7.11
14,275,5.58
15,275,4.29
16,275,3.56
17,275,3.26
18,275,3.01
19,275,2.51
20,275,1.60
21,275,0.27
22,275,-1.36
23,275,-2.96
24,275,-3.85
25,275,-3.65
26,275,-2.66
27,275,-1.47
28,275,-0.40
29,275,0.43
30,275,0.97
31,275,1.21
32,275,1.08
33,275,0.60
34,275,-0.24
35,275,-1.37
36,275,-2.65
37,275,-3.79
38,275,-4.39
39,275,-4.35
40,275,-3.96
41,275,-3.53
42,275,-3.25
43,275,-3.17
44,275,-3.25
45,275,-3.46
46,275,-3.73
47,275,-4.01
48,275,-4.25
49,275,-4.41
50,275,-4.54
51,275,-4.64
52,275,-4.73
53,275,-4.85
54,275,-5.03
55,275,-5.30
56,275,-5.65
57,275,-6.09
58,275,-6.55
59,275,-6.93
60,275,-7.07
61,275,-6.79
62,275,-6.05
63,275,-5.04
64,275,-3.93
65,275,-2.90
66,275,-2.01
67,275,-1.30
68,275,-0.78
69,275,-0.43
70,275,-0.22
71,275,-0.16
72,275,-0.23
73,275,-0.42
74,275,-0.69
75,275,-1.00
76,275,-1.30
77,275,-1.53
78,275,-1.65
79,275,-1.63
80,275,-1.49
81,275,-1.25
82,275,-0.96
83,275,-0.65
84,275,-0.35
85,275,-0.09
86,275,0.11
87,275,0.25
88,275,0.35
89,275,0.40
90,275,0.41
91,275,0.39
92,275,0.34
93,275,0.24
94,275,0.11
95,275,-0.07
96,275,-0.28
97,275,-0.56
98,275,-0.89
99,275,-1.28
100,275,-1.75
101,275,-2.30
102,275,-2.91
103,275,-3.60
104,275,-4.34
105,275,-5.11
106,275,-5.83
107,275,-6.45
108,275,-6.94
109,275,-7.27
110,275,-7.46
111,275,-7.61
112,275,-7.77
113,275,-8.03
114,275,-8.45
115,275,-9.10
116,275,-10.03
117,275,-11.24
118,275,-12.79
119,275,-14.63
120,275,-16.30
121,275,-16.85
122,275,-16.01
123,275,-14.62
124,275,-13.40
125,275,-12.58
126,275,-12.24
127,275,-12.35
128,275,-12.92
129,275,-14.01
130,275,-15.79
131,275,-18.31
132,275,-20.76
133,275,-20.96
134,275,-19.09
135,275,-17.08
136,275,-15.67
137,275,-15.00
138,275,-15.06
139,275,-15.69
140,275,-16.73
141,275,-18.11
142,275,-19.64
143,275,-20.65
144,275,-20.19
145,275,-18.79
146,275,-17.57
147,275,-16.96
148,275,-16.55
149,275,-15.49
150,275,-13.68
151,275,-11.84
152,275,-10.37
153,275,-9.26
154,275,-8.39
155,275,-7.71
156,275,-7.12
157,275,-6.51
158,275,-5.80
159,275,-5.00
160,275,-4.15
161,275,-3.30
162,275,-2.47
163,275,-1.74
164,275,-1.14
165,275,-0.68
166,275,-0.30
167,275,0.03
168,275,0.37
169,275,0.74
170,275,1.14
171,275,1.55
172,275,1.92
173,275,2.19
174,275,2.34
175,275,2.36
176,275,2.28
177,275,2.12
178,275,1.95
179,275,1.83
180,275,1.80
0,276,16.81
1,276,16.65
2,276,16.09
3,276,15.21
4,276,14.09
5,276,12.92
6,276,11.94
7,276,11.34
8,276,11.06
9,276,10.83
10,276,10.40
11,276,9.66
12,276,8.54
13,276,7.11
14,276,5.58
15,276,4.29
16,276,3.56
17,276,3.26
18,276,3.01
19,276,2.51
20,276,1.60
21,276,0.27
22,276,-1.36
23,276,-2.96
24,276,-3.85
25,276,-3.65
26,276,-2.66
27,276,-1.47
28,276,-0.40
29,276,0.43
30,276,0.97
31,276,1.21
32,276,1.08
33,276,0.60
34,276,-0.24
35,276,-1.37
36,276,-2.65
37,276,-3.79
38,276,-4.39
39,276,-4.35
40,276,-3.96
41,276,-3.53
42,276,-3.25
43,276,-3.17
44,276,-3.25
45,276,-3.46
46,276,-3.73
47,276,-4.01
48,276,-4.25
49,276,-4.41
50,276,-4.54
51,276,-4.64
52,276,-4.73
53,276,-4.85
54,276,-5.03
55,276,-5.30
56,276,-5.65
57,276,-6.09
58,276,-6.55
59,276,-6.93
60,276,-7.07
61,276,-6.79
62,276,-6.05
63,276,-5.04
64,276,-3.93
65,276,-2.90
66,276,-2.01
67,276,-1.30
68,276,-0.78
69,276,-0.43
70,276,-0.22
71,276,-0.16
72,276,-0.23
73,276,-0.42
74,276,-0.69
75,276,-1.00
76,276,-1.30
77,276,-1.53
78,276,-1.65
79,276,-1.63
80,276,-1.49
81,276,-1.25
82,276,-0.96
83,276,-0.65
84,276,-0.35
85,276,-0.09
86,276,0.11
87,276,0.25
88,276,0.35
89,276,0.40
90,276,0.41
91,276,0.39
92,276,0.34
93,276,0.24
94,276,0.11
95,276,-0.07
96,276,-0.28
97,276,-0.56
98,276,-0.89
99,276,-1.28
100,276,-1.75
101,276,-2.30
102,276,-2.91
103,276,-3.60
104,276,-4.34
105,276,-5.11
106,276,-5.83
107,276,-6.45
108,276,-6.94
109,276,-7.27
110,276,-7.46
111,276,-7.61
112,276,-7.77
113,276,-8.03
114,276,-8.45
115,276,-9.10
116,276,-10.03
117,276,-11.24
118,276,-12.79
119,276,-14.63
120,276,-16.30
121,276,-16.85
122,276,-16.01
123,276,-14.62
124,276,-13.40
125,276,-12.58
126,276,-12.24
127,276,-12.35
128,276,-12.92
129,276,-14.01
130,276,-15.79
131,276,-18.31
132,276,-20.76
133,276,-20.96
134,276,-19.09
135,276,-17.08
136,276,-15.67
137,276,-15.00
138,276,-15.06
139,276,-15.69
140,276,-16.73
141,276,-18.11
142,276,-19.64
143,276,-20.65
144,276,-20.19
145,276,-18.79
146,276,-17.57
147,276,-16.96
148,276,-16.55
149,276,-15.49
150,276,-13.68
151,276,-11.84
152,276,-10.37
153,276,-9.26
154,276,-8.39
155,276,-7.71
156,276,-7.12
157,276,-6.51
158,276,-5.80
159,276,-5.00
160,276,-4.15
161,276,-3.30
162,276,-2.47
163,276,-1.74
164,276,-1.14
165,276,-0.68
166,276,-0.30
167,276,0.03
168,276,0.37
169,276,0.74
170,276,1.14
171,276,1.55
172,276,1.92
173,276,2.19
174,276,2.34
175,276,2.36
176,276,2.28
177,276,2.12
178,276,1.95
179,276,1.83
180,276,1.80
0,277,16.81
1,277,16.65
2,277,16.09
3,277,15.21
4,277,14.09
5,277,12.92
6,277,11.94
7,277,11.34
8,277,11.06
9,277,10.83
10,277,10.40
11,277,9.66
12,277,8.54
13,277,7.11
14,277,5.58
15,277,4.29
16,277,3.56
17,277,3.26
18,277,3.01
19,277,2.51
20,277,1.60
21,277,0.27
22,277,-1.36
23,277,-2.96
24,277,-3.85
25,277,-3.65
26,277,-2.66
27,277,-1.47
28,277,-0.40
29,277,0.43
30,277,0.97
31,277,1.21
32,277,1.08
33,277,0.60
34,277,-0.24
35,277,-1.37
36,277,-2.65
37,277,-3.79
38,277,-4.39
39,277,-4.35
40,277,-3.96
41,277,-3.53
42,277,-3.25
43,277,-3.17
44,277,-3.25
45,277,-3.46
46,277,-3.73
47,277,-4.01
48,277,-4.25
49,277,-4.41
50,277,-4.54
51,277,-4.64
52,277,-4.73
53,277,-4.85
54,277,-5.03
55,277,-5.30
56,277,-5.65
57,277,-6.09
58,277,-6.55
59,277,-6.93
60,277,-7.07
61,277,-6.79
62,277,-6.05
63,277,-5.04
64,277,-3.93
65,277,-2.90
66,277,-2.01
67,277,-1.30
68,277,-0.78
69,277,-0.43
70,277,-0.22
71,277,-0.16
72,277,-0.23
73,277,-0.42
74,277,-0.69
75,277,-1.00
76,277,-1.30
77,277,-1.53
78,277,-1.65
79,277,-1.63
80,277,-1.49
81,277,-1.25
82,277,-0.96
83,277,-0.65
84,277,-0.35
85,277,-0.09
86,277,0.11
87,277,0.25
88,277,0.35
89,277,0.40
90,277,0.41
91,277,0.39
92,277,0.34
93,277,0.24
94,277,0.11
95,277,-0.07
96,277,-0.28
97,277,-0.56
98,277,-0.89
99,277,-1.28
100,277,-1.75
101,277,-2.30
102,277,-2.91
103,277,-3.60
104,277,-4.34
105,277,-5.11
106,277,-5.83
107,277,-6.45
108,277,-6.94
109,277,-7.27
110,277,-7.46
111,277,-7.61
112,277,-7.77
113,277,-8.03
114,277,-8.45
115,277,-9.10
116,277,-10.03
117,277,-11.24
118,277,-12.79
119,277,-14.63
120,277,-16.30
121,277,-16.85
122,277,-16.01
123,277,-14.62
124,277,-13.40
125,277,-12.58
126,277,-12.24
127,277,-12.35
128,277,-12.92
129,277,-14.01
130,277,-15.79
131,277,-18.31
132,277,-20.76
133,277,-20.96
134,277,-19.09
135,277,-17.08
136,277,-15.67
137,277,-15.00
138,277,-15.06
139,277,-15.69
140,277,-16.73
141,277,-18.11
142,277,-19.64
143,277,-20.65
144,277,-20.19
145,277,-18.79
146,277,-17.57
147,277,-16.96
148,277,-16.55
149,277,-15.49
150,277,-13.68
151,277,-11.84
152,277,-10.37
153,277,-9.26
154,277,-8.39
155,277,-7.71
156,277,-7.12
157,277,-6.51
158,277,-5.80
159,277,-5.00
160,277,-4.15
161,277,-3.30
162,277,-2.47
163,277,-1.74
164,277,-1.14
165,277,-0.68
166,277,-0.30
167,277,0.03
168,277,0.37
169,277,0.74
170,277,1.14
171,277,1.55
172,277,1.92
173,277,2.19
174,277,2.34
175,277,2.36
176,277,2.28
177,277,2.12
178,277,1.95
179,277,1.83
180,277,1.80
0,278,16.81
1,278,16.65
2,278,16.09
3,278,15.21
4,278,14.09
5,278,12.92
6,278,11.94
7,278,11.34
8,278,11.06
9,278,10.83
10,278,10.40
11,278,9.66
12,278,8.54
13,278,7.11
14,278,5.58
15,278,4.29
16,278,3.56
17,278,3.26
18,278,3.01
19,278,2.51
20,278,1.60
21,278,0.27
22,278,-1.36
23,278,-2.96
24,278,-3.85
25,278,-3.65
26,278,-2.66
27,278,-1.47
28,278,-0.40
29,278,0.43
30,278,0.97
31,278,1.21
32,278,1.08
33,278,0.60
34,278,-0.24
35,278,-1.37
36,278,-2.65
37,278,-3.79
38,278,-4.39
39,278,-4.35
40,278,-3.96
41,278,-3.53
42,278,-3.25
43,278,-3.17
44,278,-3.25
45,278,-3.46
46,278,-3.73
47,278,-4.01
48,278,-4.25
49,278,-4.41
50,278,-4.54
51,278,-4.64
52,278,-4.73
53,278,-4.85
54,278,-5.03
55,278,-5.30
56,278,-5.65
57,278,-6.09
58,278,-6.55
59,278,-6.93
60,278,-7.07
61,278,-6.79
62,278,-6.05
63,278,-5.04
64,278,-3.93
65,278,-2.90
66,278,-2.01
67,278,-1.30
68,278,-0.78
69,278,-0.43
70,278,-0.22
71,278,-0.16
72,278,-0.23
73,278,-0.42
74,278,-0.69
75,278,-1.00
76,278,-1.30
77,278,-1.53
78,278,-1.65
79,278,-1.63
80,278,-1.49
81,278,-1.25
82,278,-0.96
83,278,-0.65
84,278,-0.35
85,278,-0.09
86,278,0.11
87,278,0.25
88,278,0.35
89,278,0.40
90,278,0.41
91,278,0.39
92,278,0.34
93,278,0.24
94,278,0.11
95,278,-0.07
96,278,-0.28
97,278,-0.56
98,278,-0.89
99,278,-1.28
100,278,-1.75
101,278,-2.30
102,278,-2.91
103,278,-3.60
104,278,-4.34
105,278,-5.11
106,278,-5.83
107,278,-6.45
108,278,-6.94
109,278,-7.27
110,278,-7.46
111,278,-7.61
112,278,-7.77
113,278,-8.03
114,278,-8.45
115,278,-9.10
116,278,-10.03
117,278,-11.24
118,278,-12.79
119,278,-14.63
120,278,-16.30
121,278,-16.85
122,278,-16.01
123,278,-14.62
124,278,-13.40
125,278,-12.58
126,278,-12.24
127,278,-12.35
128,278,-12.92
129,278,-14.01
130,278,-15.79
131,278,-18.31
132,278,-20.76
133,278,-20.96
134,278,-19.09
135,278,-17.08
136,278,-15.67
137,278,-15.00
138,278,-15.06
139,278,-15.69
140,278,-16.73
141,278,-18.11
142,278,-19.64
143,278,-20.65
144,278,-20.19
145,278,-18.79
146,278,-17.57
147,278,-16.96
148,278,-16.55
149,278,-15.49
150,278,-13.68
151,278,-11.84
152,278,-10.37
153,278,-9.26
154,278,-8.39
155,278,-7.71
156,278,-7.12
157,278,-6.51
158,278,-5.80
159,278,-5.00
160,278,-4.15
161,278,-3.30
162,278,-2.47
163,278,-1.74
164,278,-1.14
165,278,-0.68
166,278,-0.30
167,278,0.03
168,278,0.37
169,278,0.74
170,278,1.14
171,278,1.55
172,278,1.92
173,278,2.19
174,278,2.34
175,278,2.36
176,278,2.28
177,278,2.12
178,278,1.95
179,278,1.83
180,278,1.80
0,279,16.81
1,279,16.65
2,279,16.09
3,279,15.21
4,279,14.09
5,279,12.92
6,279,11.94
7,279,11.34
8,279,11.06
9,279,10.83
10,279,10.40
11,279,9.66
12,279,8.54
13,279,7.11
14,279,5.58
15,279,4.29
16,279,3.56
17,279,3.26
18,279,3.01
19,279,2.51
20,279,1.60
21,279,0.27
22,279,-1.36
23,279,-2.96
24,279,-3.85
25,279,-3.65
26,279,-2.66
27,279,-1.47
28,279,-0.40
29,279,0.43
30,279,0.97
31,279,1.21
32,279,1.08
33,279,0.60
34,279,-0.24
35,279,-1.37
36,279,-2.65
37,279,-3.79
38,279,-4.39
39,279,-4.35
40,279,-3.96
41,279,-3.53
42,279,-3.25
43,279,-3.17
44,279,-3.25
45,279,-3.46
46,279,-3.73
47,279,-4.01
48,279,-4.25
49,279,-4.41
50,279,-4.54
51,279,-4.64
52,279,-4.73
53,279,-4.85
54,279,-5.03
55,279,-5.30
56,279,-5.65
57,279,-6.09
58,279,-6.55
59,279,-6.93
60,279,-7.07
61,279,-6.79
62,279,-6.05
63,279,-5.04
64,279,-3.93
65,279,-2.90
66,279,-2.01
67,279,-1.30
68,279,-0.78
69,279,-0.43
70,279,-0.22
71,279,-0.16
72,279,-0.23
73,279,-0.42
74,279,-0.69
75,279,-1.00
76,279,-1.30
77,279,-1.53
78,279,-1.65
79,279,-1.63
80,279,-1.49
81,279,-1.25
82,279,-0.96
83,279,-0.65
84,279,-0.35
85,279,-0.09
86,279,0.11
87,279,0.25
88,279,0.35
89,279,0.40
90,279,0.41
91,279,0.39
92,279,0.34
93,279,0.24
94,279,0.11
95,279,-0.07
96,279,-0.28
97,279,-0.56
98,279,-0.89
99,279,-1.28
100,279,-1.75
101,279,-2.30
102,279,-2.91
103,279,-3.60
104,279,-4.34
105,279,-5.11
106,279,-5.83
107,279,-6.45
108,279,-6.94
109,279,-7.27
110,279,-7.46
111,279,-7.61
112,279,-7.77
113,279,-8.03
114,279,-8.45
115,279,-9.10
116,279,-10.03
117,279,-11.24
118,279,-12.79
119,279,-14.63
120,279,-16.30
121,279,-16.85
122,279,-16.01
123,279,-14.62
124,279,-13.40
125,279,-12.58
126,279,-12.24
127,279,-12.35
128,279,-12.92
129,279,-14.01
130,279,-15.79
131,279,-18.31
132,279,-20.76
133,279,-20.96
134,279,-19.09
135,279,-17.08
136,279,-15.67
137,279,-15.00
138,279,-15.06
139,279,-15.69
140,279,-16.73
141,279,-18.11
142,279,-19.64
143,279,-20.65
144,279,-20.19
145,279,-18.79
146,279,-17.57
147,279,-16.96
148,279,-16.55
149,279,-15.49
150,279,-13.68
151,279,-11.84
152,279,-10.37
153,279,-9.26
154,279,-8.39
155,279,-7.71
156,279,-7.12
157,279,-6.51
158,279,-5.80
159,279,-5.00
160,279,-4.15
161,279,-3.30
162,279,-2.47
163,279,-1.74
164,279,-1.14
165,279,-0.68
166,279,-0.30
167,279,0.03
168,279,0.37
169,279,0.74
170,279,1.14
171,279,1.55
172,279,1.92
173,279,2.19
174,279,2.34
175,279,2.36
176,279,2.28
177,279,2.12
178,279,1.95
179,279,1.83
180,279,1.80
0,280,16.81
1,280,16.65
2,280,16.09
3,280,15.21
4,280,14.09
5,280,12.92
6,280,11.94
7,280,11.34
8,280,11.06
9,280,10.83
10,280,10.40
11,280,9.66
12,280,8.54
13,280,7.11
14,280,5.58
15,280,4.29
16,280,3.56
17,280,3.26
18,280,3.01
19,280,2.51
20,280,1.60
21,280,0.27
22,280,-1.36
23,280,-2.96
24,280,-3.85
25,280,-3.65
26,280,-2.66
27,280,-1.47
28,280,-0.40
29,280,0.43
30,280,0.97
31,280,1.21
32,280,1.08
33,280,0.60
34,280,-0.24
35,280,-1.37
36,280,-2.65
37,280,-3.79
38,280,-4.39
39,280,-4.35
40,280,-3.96
41,280,-3.53
42,280,-3.25
43,280,-3.17
44,280,-3.25
45,280,-3.46
46,280,-3.73
47,280,-4.01
48,280,-4.25
49,280,-4.41
50,280,-4.54
51,280,-4.64
52,280,-4.73
53,280,-4.85
54,280,-5.03
55,280,-5.30
56,280,-5.65
57,280,-6.09
58,280,-6.55
59,280,-6.93
60,280,-7.07
61,280,-6.79
62,280,-6.05
63,280,-5.04
64,280,-3.93
65,280,-2.90
66,280,-2.01
67,280,-1.30
68,280,-0.78
69,280,-0.43
70,280,-0.22
71,280,-0.16
72,280,-0.23
73,280,-0.42
74,280,-0.69
75,280,-1.00
76,280,-1.30
77,280,-1.53
78,280,-1.65
79,280,-1.63
80,280,-1.49
81,280,-1.25
82,280,-0.96
83,280,-0.65
84,280,-0.35
85,280,-0.09
86,280,0.11
87,280,0.25
88,280,0.35
89,280,0.40
90,280,0.41
91,280,0.39
92,280,0.34
93,280,0.24
94,280,0.11
95,280,-0.07
96,280,-0.28
97,280,-0.56
98,280,-0.89
99,280,-1.28
100,280,-1.75
101,280,-2.30
102,280,-2.91
103,280,-3.60
104,280,-4.34
105,280,-5.11
106,280,-5.83
107,280,-6.45
108,280,-6.94
109,280,-7.27
110,280,-7.46
111,280,-7.61
112,280,-7.77
113,280,-8.03
114,280,-8.45
115,280,-9.10
116,280,-10.03
117,280,-11.24
118,280,-12.79
119,280,-14.63
120,280,-16.30
121,280,-16.85
122,280,-16.01
123,280,-14.62
124,280,-13.40
125,280,-12.58
126,280,-12.24
127,280,-12.35
128,280,-12.92
129,280,-14.01
130,280,-15.79
131,280,-18.31
132,280,-20.76
133,280,-20.96
134,280,-19.09
135,280,-17.08
136,280,-15.67
137,280,-15.00
138,280,-15.06
139,280,-15.69
140,280,-16.73
141,280,-18.11
142,280,-19.64
143,280,-20.65
144,280,-20.19
145,280,-18.79
146,280,-17.57
147,280,-16.96
148,280,-16.55
149,280,-15.49
150,280,-13.68
151,280,-11.84
152,280,-10.37
153,280,-9.26
154,280,-8.39
155,280,-7.71
156,280,-7.12
157,280,-6.51
158,280,-5.80
159,280,-5.00
160,280,-4.15
161,280,-3.30
162,280,-2.47
163,280,-1.74
164,280,-1.14
165,280,-0.68
166,280,-0.30
167,280,0.03
168,280,0.37
169,280,0.74
170,280,1.14
171,280,1.55
172,280,1.92
173,280,2.19
174,280,2.34
175,280,2.36
176,280,2.28
177,280,2.12
178,280,1.95
179,280,1.83
180,280,1.80
0,281,16.81
1,281,16.65
2,281,16.09
3,281,15.21
4,281,14.09
5,281,12.92
6,281,11.94
7,281,11.34
8,281,11.06
9,281,10.83
10,281,10.40
11,281,9.66
12,281,8.54
13,281,7.11
14,281,5.58
15,281,4.29
16,281,3.56
17,281,3.26
18,281,3.01
19,281,2.51
20,281,1.60
21,281,0.27
22,281,-1.36
23,281,-2.96
24,281,-3.85
25,281,-3.65
26,281,-2.66
27,281,-1.47
28,281,-0.40
29,281,0.43
30,281,0.97
31,281,1.21
32,281,1.08
33,281,0.60
34,281,-0.24
35,281,-1.37
36,281,-2.65
37,281,-3.79
38,281,-4.39
39,281,-4.35
40,281,-3.96
41,281,-3.53
42,281,-3.25
43,281,-3.17
44,281,-3.25
45,281,-3.46
46,281,-3.73
47,281,-4.01
48,281,-4.25
49,281,-4.41
50,281,-4.54
51,281,-4.64
52,281,-4.73
53,281,-4.85
54,281,-5.03
55,281,-5.30
56,281,-5.65
57,281,-6.09
58,281,-6.55
59,281,-6.93
60,281,-7.07
61,281,-6.79
62,281,-6.05
63,281,-5.04
64,281,-3.93
65,281,-2.90
66,281,-2.01
67,281,-1.30
68,281,-0.78
69,281,-0.43
70,281,-0.22
71,281,-0.16
72,281,-0.23
73,281,-0.42
74,281,-0.69
75,281,-1.00
76,281,-1.30
77,281,-1.53
78,281,-1.65
79,281,-1.63
80,281,-1.49
81,281,-1.25
82,281,-0.96
83,281,-0.65
84,281,-0.35
85,281,-0.09
86,281,0.11
87,281,0.25
88,281,0.35
89,281,0.40
90,281,0.41
91,281,0.39
92,281,0.34
93,281,0.24
94,281,0.11
95,281,-0.07
96,281,-0.28
97,281,-0.56
98,281,-0.89
99,281,-1.28
100,281,-1.75
101,281,-2.30
102,281,-2.91
103,281,-3.60
104,281,-4.34
105,281,-5.11
106,281,-5.83
107,281,-6.45
108,281,-6.94
109,281,-7.27
110,281,-7.46
111,281,-7.61
